optionid,productid,catalogid,category_id,featurecaption,featuretype,featurerequired,sorting,url,info,featureid,featurename,featureprice,sorting,partnumber,imagepath,selected,hidden,optcatalogid,qty,thumbpath,colorcode
,,,,,,,,,,9773,Built-in Audio Microphone,30,1,#NAME?,,0,0,0,0,,
2089,HD-PTZ-2mAT,368,0,Color,DropImage,1,0,,,9770,White Housing Color,0,0,,assets/images/Products/Cameras/HD-8x17/thumbnails/hd-8x17_1_thumbnail.jpg,1,0,0,0,,
,,,,,,,,,,9771,Dark Gray Housing Color,5,1,#NAME?,assets/images/products/cameras/hd-8xx7/HD-8x17-DG-thumb.jpg,0,0,0,0,,
2088,HD-PTZ-2mAT,368,0,Mounting Bracket,Dropdown,0,3,,,9764,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,9765,Weatherproof Junction Box,65,2,#NAME?,,0,0,0,1,,
,,,,,,,,,,9766,Indoor/Outdoor Junction Box,45,1,#NAME?,,0,0,0,1,,
,,,,,,,,,,9767,Pole Mount Bracket,130,4,#NAME?,,0,0,0,1,,
,,,,,,,,,,9768,Wall Mount Bracket,75,3,#NAME?,,0,0,0,0,,
,,,,,,,,,,9769,Pendant Mount and Pendant Cap,85,5,#NAME?,,0,0,0,0,,
2093,HD-PTZ-4mAT,369,0,Audio,Dropdown,1,0,,,9782,No Audio,0,0,,,1,0,0,0,,
,,,,,,,,,,9783,Built-in Audio Microphone,30,1,#NAME?,,0,0,0,0,,
2092,HD-PTZ-4mAT,369,0,Color,DropImage,1,0,,,9780,White Housing Color,0,0,,assets/images/Products/Cameras/HD-8x17/thumbnails/hd-8x17_1_thumbnail.jpg,1,0,0,0,,
,,,,,,,,,,9781,Dark Gray Housing Color,5,1,#NAME?,assets/images/products/cameras/hd-8xx7/HD-8x17-DG-thumb.jpg,0,0,0,0,,
2091,HD-PTZ-4mAT,369,0,Mounting Bracket,Dropdown,0,3,,,9774,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,9775,Weatherproof Junction Box,65,2,#NAME?,,0,0,0,1,,
,,,,,,,,,,9776,Indoor/Outdoor Junction Box,45,1,#NAME?,,0,0,0,1,,
,,,,,,,,,,9777,Pole Mount Bracket,130,4,#NAME?,,0,0,0,1,,
,,,,,,,,,,9778,Wall Mount Bracket,75,3,#NAME?,,0,0,0,0,,
,,,,,,,,,,9779,Pendant Mount and Pendant Cap,85,5,#NAME?,,0,0,0,0,,
1882,PTIR7803-2,370,0,Mounting Bracket,Dropdown,0,3,,,8434,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,8436,Indoor/Outdoor Junction Box,25,1,#NAME?,,0,0,0,1,,
1878,PTAC324-FD4M-2.8,371,0,Mounting Bracket,Dropdown,0,3,,,8420,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,8421,Weatherproof Junction Box,65,2,#NAME?,,0,0,0,1,,
,,,,,,,,,,8422,Indoor/Outdoor Junction Box,45,1,#NAME?,,0,0,0,1,,
,,,,,,,,,,8423,Pole Mount Bracket,130,4,#NAME?,,0,0,0,1,,
,,,,,,,,,,8424,Wall Mount Bracket,75,3,#NAME?,,0,0,0,0,,
1881,PTAC344-VD4Z,372,0,Mounting Bracket,Dropdown,0,3,,,8429,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,8431,Indoor/Outdoor Junction Box,45,1,#NAME?,,0,0,0,1,,
,,,,,,,,,,8432,Pole Mount Bracket,130,4,#NAME?,,0,0,0,1,,
,,,,,,,,,,8433,Wall Mount Bracket,75,3,#NAME?,,0,0,0,0,,
2094,HD-8418AI,373,0,Mounting Bracket,Dropdown,0,3,,,9784,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,9786,Indoor/Outdoor Junction Box,45,1,#NAME?,,0,0,0,1,,
,,,,,,,,,,9787,Pole Mount Bracket,130,3,#NAME?,,0,0,0,1,,
,,,,,,,,,,9788,Wall Mount Bracket,75,2,#NAME?,,0,0,0,0,,
,,,,,,,,,,9789,Pendant Mount and Pendant Cap,85,4,#NAME?,,0,0,0,0,,
1996,DH-DB6I,392,0,MicroSD Card for Edge Recording,Dropdown,1,1,,,9439,No SD Card,0,0,,,1,0,0,0,,
,,,,,,,,,,9440,Optional 256GB MicroSD Card,65,1,+256GB,,0,0,0,0,,
2099,HD-8419,393,0,Audio,Dropdown,1,0,,,9802,No Audio,0,0,,,1,0,0,0,,
,,,,,,,,,,9803,Built-in Audio Microphone,30,1,#NAME?,,0,0,0,0,,
2098,HD-8419,393,0,Color,DropImage,1,0,,,9800,White Housing Color,0,0,,assets/images/Products/Cameras/HD-8x17/thumbnails/hd-8x17_1_thumbnail.jpg,1,0,0,0,,
2097,HD-8419,393,0,Mounting Bracket,Dropdown,0,3,,,9794,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,9796,Indoor/Outdoor Junction Box,45,1,#NAME?,,0,0,0,1,,
,,,,,,,,,,9798,Wall Mount Bracket,75,2,#NAME?,,0,0,0,0,,
,,,,,,,,,,9799,Pendant Mount and Pendant Cap,85,3,#NAME?,,0,0,0,0,,
2102,HD-8819,394,0,Audio,Dropdown,1,0,,,9812,No Audio,0,0,,,1,0,0,0,,
,,,,,,,,,,9813,Built-in Audio Microphone,30,1,#NAME?,,0,0,0,0,,
2101,HD-8819,394,0,Color,DropImage,1,0,,,9810,White Housing Color,0,0,,assets/images/Products/Cameras/HD-8x17/thumbnails/hd-8x17_1_thumbnail.jpg,1,0,0,0,,
2100,HD-8819,394,0,Mounting Bracket,Dropdown,0,3,,,9804,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,9806,Indoor/Outdoor Junction Box,45,1,#NAME?,,0,0,0,1,,
,,,,,,,,,,9808,Wall Mount Bracket & Junction Box,75,2,#NAME?,,0,0,0,0,,
,,,,,,,,,,9809,Pendant Mount and Pendant Cap,85,3,#NAME?,,0,0,0,0,,
2105,HD-8849,395,0,Audio,Dropdown,1,0,,,9822,No Audio,0,0,,,1,0,0,0,,
,,,,,,,,,,9823,Built-in Audio Microphone,30,1,#NAME?,,0,0,0,0,,
2103,HD-8849,395,0,Mounting Bracket,Dropdown,0,3,,,9814,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,9816,Indoor/Outdoor Junction Box,45,1,#NAME?,,0,0,0,1,,
,,,,,,,,,,9817,Wall Mount Bracket & Junction Box,65,3,#NAME?,,0,0,0,1,,
,,,,,,,,,,9818,Wall Mount Bracket,45,2,#NAME?,,0,0,0,0,,
,,,,,,,,,,9819,Pendant Mount & Junction Box,125,4,#NAME?,,0,0,0,0,,
2009,DH-N45DUD2,396,0,Audio,Dropdown,1,1,,,9478,Built-in Audio Microphone,0,1,,,1,0,0,0,,
2006,DH-N45DUD2,396,0,MicroSD Card for Edge Recording,Dropdown,1,1,,,9468,No SD Card,0,0,,,1,0,0,0,,
,,,,,,,,,,9469,Optional 256GB MicroSD Card,65,1,+256GB,,0,0,0,0,,
2007,DH-N45DUD2,396,0,Mounting Bracket,Dropdown,1,0,,,9470,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,9472,Indoor/Outdoor Junction Box,45,1,0,,0,0,0,1,,
2108,HD-8449,399,0,Audio,Dropdown,1,0,,,9832,No Audio,0,0,,,1,0,0,0,,
,,,,,,,,,,9833,Built-in Audio Microphone,30,1,#NAME?,,0,0,0,0,,
2106,HD-8449,399,0,Mounting Bracket,Dropdown,0,3,,,9824,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,9826,Indoor/Outdoor Junction Box,45,1,#NAME?,,0,0,0,1,,
,,,,,,,,,,9828,Wall Mount Bracket,45,2,#NAME?,,0,0,0,0,,
,,,,,,,,,,9829,Pendant Mount & Junction Box,125,4,#NAME?,,0,0,0,0,,
,,,,,,,,,,9905,Wall Mount Bracket & Junction Box,65,3,#NAME?,,0,0,0,0,,
2061,HD-8219,404,0,Audio,Dropdown,1,0,,,9648,No Audio,0,0,,,1,0,0,0,,
,,,,,,,,,,9649,Built-in Audio Microphone,30,1,#NAME?,,0,0,0,0,,
2062,HD-8219,404,0,Mounting Bracket,Dropdown,0,3,,,9650,No Brackets Needed,0,0,,,1,0,0,0,,
,,,,,,,,,,9651,Weatherproof Junction Box,65,2,#NAME?,,0,0,0,0,,
,,,,,,,,,,9652,Indoor/Outdoor Junction Box,45,1,#NAME?,,0,0,0,0,,
,,,,,,,,,,9653,Pole Mount Bracket,130,4,#NAME?,,0,0,0,0,,
,,,,,,,,,,9654,Wall Mount Bracket,75,3,#NAME?,,0,0,0,0,,
,,,,,,,,,,9655,Pendant Mount and Pendant Cap,85,5,#NAME?,,0,0,0,0,,
2127,PTP,406,0,Bracket,Dropdown,0,1,,,9903,PTP/PTMP Antenna Mount - Universal,29.95,1,PT-UB-AM,,0,0,0,0,,
2128,PTMP,408,0,Bracket,Dropdown,0,1,,,9904,PTP/PTMP Antenna Mount - Universal,29.95,1,PT-UB-AM,,0,0,0,0,,
2063,AVM-Software,460,0,Number of IP Licenses,Dropdown,1,0,,,9656,4 IP Camera Licenses,0,0,-4,,1,0,0,1,,
,,,,,,,,,,9657,5 IP Camera Licenses,100,1,-5,,0,0,0,1,,
,,,,,,,,,,9658,6 IP Camera Licenses,200,2,-6,,0,0,0,1,,
,,,,,,,,,,9659,7 IP Camera Licenses,300,3,-7,,0,0,0,1,,
,,,,,,,,,,9660,8 IP Camera Licenses,400,4,-8,,0,0,0,1,,
,,,,,,,,,,9661,9 IP Camera Licenses,500,5,-9,,0,0,0,1,,
,,,,,,,,,,9662,10 IP Camera Licenses,600,6,-10,,0,0,0,1,,
,,,,,,,,,,9663,11 IP Camera Licenses,700,7,-11,,0,0,0,1,,
,,,,,,,,,,9664,12 IP Camera Licenses,800,8,-12,,0,0,0,1,,
,,,,,,,,,,9665,13 IP Camera Licenses,900,9,-13,,0,0,0,1,,
,,,,,,,,,,9666,14 IP Camera Licenses,1000,10,-14,,0,0,0,1,,
,,,,,,,,,,9667,15 IP Camera Licenses,1100,11,-15,,0,0,0,1,,
,,,,,,,,,,9668,16 IP Camera Licenses,1200,12,-16,,0,0,0,1,,
,,,,,,,,,,9669,17 IP Camera Licenses,1300,13,-17,,0,0,0,1,,
,,,,,,,,,,9670,18 IP Camera Licenses,1400,14,-18,,0,0,0,1,,
,,,,,,,,,,9671,19 IP Camera Licenses,1500,15,-19,,0,0,0,1,,
,,,,,,,,,,9672,20 IP Camera Licenses,1600,16,-20,,0,0,0,1,,
,,,,,,,,,,9673,21 IP Camera Licenses,1700,17,-21,,0,0,0,1,,
,,,,,,,,,,9674,22 IP Camera Licenses,1800,18,-22,,0,0,0,1,,
,,,,,,,,,,9675,23 IP Camera Licenses,1900,19,-23,,0,0,0,1,,
,,,,,,,,,,9676,24 IP Camera Licenses,2000,20,-24,,0,0,0,1,,
,,,,,,,,,,9677,25 IP Camera Licenses,2100,21,-25,,0,0,0,1,,
,,,,,,,,,,9678,26 IP Camera Licenses,2200,22,-26,,0,0,0,1,,
,,,,,,,,,,9679,27 IP Camera Licenses,2300,23,-27,,0,0,0,1,,
,,,,,,,,,,9680,28 IP Camera Licenses,2400,24,-28,,0,0,0,1,,
,,,,,,,,,,9681,29 IP Camera Licenses,2500,25,-29,,0,0,0,1,,
,,,,,,,,,,9682,30 IP Camera Licenses,2600,26,-30,,0,0,0,1,,
,,,,,,,,,,9683,31 IP Camera Licenses,2700,27,-31,,0,0,0,1,,
,,,,,,,,,,9684,32 IP Camera Licenses,2800,28,-32,,0,0,0,1,,
2109,HD-LPR-LR,462,0,Mounting Bracket,Dropdown,0,3,,,9834,No Brackets Needed,0,0,,,1,0,0,1,,
,,,,,,,,,,9837,Pole Mount Bracket,65,1,PT-PM-BU,,0,0,0,1,,
2113,CAT5e-in,484,0,Cable Color,Dropdown,1,1,,,9848,White,0,0,#NAME?,,1,0,0,0,,
2114,CAT5e-CMP-in,486,0,Cable Color,Dropdown,1,1,,,9854,Blue,0,0,#NAME?,,1,0,0,0,,
2115,CAT5e-CMX-in,487,0,Cable Color,Dropdown,1,1,,,9856,White,0,0,#NAME?,,1,0,0,0,,
,,,,,,,,,,9857,Black,9.9,1,#NAME?,,0,0,0,0,,
,,,,,,,,,,9859,Gray,12.75,2,#NAME?,,0,0,0,0,,
2116,CAT6e-in,488,0,Cable Color,Dropdown,1,1,,,9860,White,0,0,#NAME?,,1,0,0,0,,
,,,,,,,,,,9861,Black,39,1,#NAME?,,0,0,0,0,,
2117,CAT6e-CMP-in,489,0,Cable Color,Dropdown,1,1,,,9866,Blue,0,0,#NAME?,,1,0,0,0,,
2120,LIFT-19S,499,0,Timeframe,Dropdown,1,1,,,9872,Daily,404,1,#NAME?,,0,0,0,0,,
,,,,,,,,,,9873,Weekly,804,2,#NAME?,,0,0,0,0,,
,,,,,,,,,,9874,Monthly,1404,3,#NAME?,,0,0,0,0,,
2122,LIFT-26S,502,0,Timeframe,Dropdown,1,1,,,9875,Daily,504,1,#NAME?,,0,0,0,0,,
,,,,,,,,,,9876,Weekly,904,2,#NAME?,,0,0,0,0,,
,,,,,,,,,,9877,Monthly,1604,3,#NAME?,,0,0,0,0,,
2123,LIFT-32S,507,0,Timeframe,Dropdown,1,1,,,9878,Daily,604,1,#NAME?,,0,0,0,0,,
,,,,,,,,,,9879,Weekly,1104,2,#NAME?,,0,0,0,0,,
,,,,,,,,,,9880,Monthly,1904,3,#NAME?,,0,0,0,0,,
2124,LIFT-40S,510,0,Timeframe,Dropdown,1,1,,,9881,Daily,704,1,#NAME?,,0,0,0,0,,
,,,,,,,,,,9882,Weekly,1304,2,#NAME?,,0,0,0,0,,
,,,,,,,,,,9883,Monthly,2204,3,#NAME?,,0,0,0,0,,
2125,LIFT-34B,513,0,Timeframe,Dropdown,1,1,,,9884,Daily,974,1,#NAME?,,0,0,0,0,,
,,,,,,,,,,9885,Weekly,2174,2,#NAME?,,0,0,0,0,,
,,,,,,,,,,9886,Monthly,5874,3,#NAME?,,0,0,0,0,,
2126,LIFT-50B,516,0,Timeframe,Dropdown,1,1,,,9887,Daily,1174,1,#NAME?,,0,0,0,0,,
,,,,,,,,,,9888,Weekly,2474,2,#NAME?,,0,0,0,0,,
,,,,,,,,,,9889,Monthly,6274,3,#NAME?,,0,0,0,0,,
2118,CAT6e-CMX-in,519,0,Cable Color,Dropdown,1,1,,,9867,White,0,0,#NAME?,,1,0,0,0,,
,,,,,,,,,,9868,Black,2.1,1,#NAME?,,0,0,0,0,,
2119,CAT6e-Shield-in,520,0,Cable Color,Dropdown,1,1,,,9871,Black,0,1,#NAME?,,1,0,0,0,,
2132,SVC-PAH-Year,530,0,Proactive System Initial Setup,Dropdown,1,1,,,9916,Initial Setup (per NVR) - Resetters + Software Config,1250,1,#NAME?,,0,0,0,0,,
,,,,,,,,,,9918,Initial Setup Already Completed,0,0,,,1,0,0,0,,
